BLE,1668553203212713426,50:A2:F1:B4:44:52,-102
BLE,1668553205212716151,50:A2:F1:B4:44:52,-101
BLE,1668553206070676406,50:A2:F1:B4:44:52,-100
BLE,1668553207214484024,50:A2:F1:B4:44:52,-104
BLE,1668553208925722417,50:A2:F1:B4:44:52,-100
BLE,1668553209784439329,50:A2:F1:B4:44:52,-101
BLE,1668553210637996506,50:A2:F1:B4:44:52,-102
BLE,1668553214059027141,50:A2:F1:B4:44:52,-100
BLE,1668553214911589870,50:A2:F1:B4:44:52,-100
BLE,1668553215768815174,50:A2:F1:B4:44:52,-101
BLE,1668553218357000324,50:A2:F1:B4:44:52,-99
BLE,1668553219212006652,50:A2:F1:B4:44:52,-103
BLE,1668553219501914680,50:A2:F1:B4:44:52,-101
BLE,1668553220358769238,50:A2:F1:B4:44:52,-99
BLE,1668553221214592099,50:A2:F1:B4:44:52,-102
BLE,1668553222358053721,50:A2:F1:B4:44:52,-99
BLE,1668553224072034834,50:A2:F1:B4:44:52,-100
BLE,1668553224926851039,50:A2:F1:B4:44:52,-101
BLE,1668553225782024615,50:A2:F1:B4:44:52,-103
BLE,1668553226635701041,50:A2:F1:B4:44:52,-103
BLE,1668553226927636214,50:A2:F1:B4:44:52,-100
BLE,1668553228660768911,50:A2:F1:B4:44:52,-102
BLE,1668553230101467566,50:A2:F1:B4:44:52,-100
BLE,1668553231245684513,50:A2:F1:B4:44:52,-100
BLE,1668553231811364640,50:A2:F1:B4:44:52,-102
BLE,1668553232959092091,50:A2:F1:B4:44:52,-102
BLE,1668553234105196934,50:A2:F1:B4:44:52,-101
BLE,1668553236110331562,50:A2:F1:B4:44:52,-101
BLE,1668553236961719055,50:A2:F1:B4:44:52,-102
BLE,1668553238111467734,50:A2:F1:B4:44:52,-100
BLE,1668553238962908225,50:A2:F1:B4:44:52,-101
BLE,1668553239527963150,50:A2:F1:B4:44:52,-102
BLE,1668553240383977884,50:A2:F1:B4:44:52,-102
BLE,1668553240672734758,50:A2:F1:B4:44:52,-100
BLE,1668553242970596301,50:A2:F1:B4:44:52,-103
BLE,1668553243260294081,50:A2:F1:B4:44:52,-100
BLE,1668553244116741685,50:A2:F1:B4:44:52,-88
BLE,1668553244972254258,50:A2:F1:B4:44:52,-101
BLE,1668553246679811774,50:A2:F1:B4:44:52,-100
BLE,1668553248683740081,50:A2:F1:B4:44:52,-98
BLE,1668553250392346669,50:A2:F1:B4:44:52,-101
BLE,1668553250958535457,50:A2:F1:B4:44:52,-102
BLE,1668553254667322976,50:A2:F1:B4:44:52,-102
BLE,1668553255817799814,50:A2:F1:B4:44:52,-101
BLE,1668553256966636336,50:A2:F1:B4:44:52,-101
BLE,1668553258111448902,50:A2:F1:B4:44:52,-101
BLE,1668553259262176237,50:A2:F1:B4:44:52,-100
BLE,1668553260406137312,50:A2:F1:B4:44:52,-100
BLE,1668553260697196870,50:A2:F1:B4:44:52,-100
BLE,1668553264976667628,50:A2:F1:B4:44:52,-99
BLE,1668553265830382220,50:A2:F1:B4:44:52,-99
BLE,1668553266685459881,50:A2:F1:B4:44:52,-100
BLE,1668553267538988850,50:A2:F1:B4:44:52,-101
BLE,1668553267830188073,50:A2:F1:B4:44:52,-102
BLE,1668553269835600906,50:A2:F1:B4:44:52,-102
BLE,1668553272129922987,50:A2:F1:B4:44:52,-103
BLE,1668553272694911538,50:A2:F1:B4:44:52,-99
BLE,1668553274132379769,50:A2:F1:B4:44:52,-100
BLE,1668553275281721952,50:A2:F1:B4:44:52,-102
BLE,1668553276137890143,50:A2:F1:B4:44:52,-103
BLE,1668553276427750172,50:A2:F1:B4:44:52,-102
BLE,1668553277572989858,50:A2:F1:B4:44:52,-100
BLE,1668553278137322624,50:A2:F1:B4:44:52,-102
BLE,1668553278996094453,50:A2:F1:B4:44:52,-101
BLE,1668553279285314530,50:A2:F1:B4:44:52,-99
BLE,1668553282438136443,50:A2:F1:B4:44:52,-101
BLE,1668553282728582424,50:A2:F1:B4:44:52,-99
BLE,1668553283582975300,50:A2:F1:B4:44:52,-106
BLE,1668553284729470806,50:A2:F1:B4:44:52,-103
BLE,1668553285019857371,50:A2:F1:B4:44:52,-101
BLE,1668553285881205089,50:A2:F1:B4:44:52,-100
BLE,1668553287023692055,50:A2:F1:B4:44:52,-99
BLE,1668553288174313974,50:A2:F1:B4:44:52,-100
BLE,1668553290465728378,50:A2:F1:B4:44:52,-100
BLE,1668553293912513317,50:A2:F1:B4:44:52,-99
BLE,1668553294200536491,50:A2:F1:B4:44:52,-100
BLE,1668553296497475335,50:A2:F1:B4:44:52,-101
BLE,1668553298796288451,50:A2:F1:B4:44:52,-102
BLE,1668553299939955237,50:A2:F1:B4:44:52,-100
BLE,1668553301086163955,50:A2:F1:B4:44:52,-102
BLE,1668553301653519521,50:A2:F1:B4:44:52,-103
BLE,1668553302797456138,50:A2:F1:B4:44:52,-101
BLE,1668553304799960711,50:A2:F1:B4:44:52,-104
BLE,1668553305654767375,50:A2:F1:B4:44:52,-104
BLE,1668553306513130042,50:A2:F1:B4:44:52,-101
BLE,1668553306803225901,50:A2:F1:B4:44:52,-100
BLE,1668553307657057992,50:A2:F1:B4:44:52,-102
BLE,1668553308221029804,50:A2:F1:B4:44:52,-99
BLE,1668553308513128933,50:A2:F1:B4:44:52,-99
BLE,1668553310223394212,50:A2:F1:B4:44:52,-101
BLE,1668553311953399943,50:A2:F1:B4:44:52,-100
BLE,1668553315959619618,50:A2:F1:B4:44:52,-98
BLE,1668553316816080346,50:A2:F1:B4:44:52,-101
BLE,1668553317669634815,50:A2:F1:B4:44:52,-98
BLE,1668553319112425239,50:A2:F1:B4:44:52,-100
BLE,1668553319968797302,50:A2:F1:B4:44:52,-101
BLE,1668553320820047420,50:A2:F1:B4:44:52,-103
BLE,1668553323114016880,50:A2:F1:B4:44:52,-102
BLE,1668553324266929567,50:A2:F1:B4:44:52,-99
BLE,1668553324553502756,50:A2:F1:B4:44:52,-99
BLE,1668553325707082352,50:A2:F1:B4:44:52,-102
BLE,1668553325995807852,50:A2:F1:B4:44:52,-100
BLE,1668553326851132718,50:A2:F1:B4:44:52,-102
BLE,1668553327703461991,50:A2:F1:B4:44:52,-102
BLE,1668553328272093544,50:A2:F1:B4:44:52,-101
BLE,1668553330272264643,50:A2:F1:B4:44:52,-100
BLE,1668553330561298139,50:A2:F1:B4:44:52,-100
BLE,1668553331419019813,50:A2:F1:B4:44:52,-102
BLE,1668553332862142691,50:A2:F1:B4:44:52,-105
BLE,1668553334006049767,50:A2:F1:B4:44:52,-102
BLE,1668553336569649016,50:A2:F1:B4:44:52,-100
BLE,1668553337428193556,50:A2:F1:B4:44:52,-102
BLE,1668553338575376346,50:A2:F1:B4:44:52,-104
BLE,1668553339428220489,50:A2:F1:B4:44:52,-100
BLE,1668553340576637474,50:A2:F1:B4:44:52,-100
BLE,1668553340867832488,50:A2:F1:B4:44:52,-100
BLE,1668553343434771326,50:A2:F1:B4:44:52,-101
BLE,1668553345731577005,50:A2:F1:B4:44:52,-102
BLE,1668553346583275911,50:A2:F1:B4:44:52,-101
BLE,1668553347439659599,50:A2:F1:B4:44:52,-103
BLE,1668553348292075830,50:A2:F1:B4:44:52,-99
BLE,1668553349149574673,50:A2:F1:B4:44:52,-100
BLE,1668553350590303452,50:A2:F1:B4:44:52,-101
BLE,1668553351734202361,50:A2:F1:B4:44:52,-104
BLE,1668553352300753895,50:A2:F1:B4:44:52,-102
BLE,1668553353156313717,50:A2:F1:B4:44:52,-99
BLE,1668553354304066709,50:A2:F1:B4:44:52,-101
BLE,1668553355157739385,50:A2:F1:B4:44:52,-101
BLE,1668553356302188954,50:A2:F1:B4:44:52,-104
BLE,1668553357158290062,50:A2:F1:B4:44:52,-99
BLE,1668553358305424603,50:A2:F1:B4:44:52,-102
BLE,1668553359747780739,50:A2:F1:B4:44:52,-102
BLE,1668553361752277124,50:A2:F1:B4:44:52,-101
BLE,1668553362041488369,50:A2:F1:B4:44:52,-105
BLE,1668553364900501045,50:A2:F1:B4:44:52,-102
BLE,1668553367195551118,50:A2:F1:B4:44:52,-102
BLE,1668553370638075520,50:A2:F1:B4:44:52,-101
BLE,1668553371783658036,50:A2:F1:B4:44:52,-102
BLE,1668553373201668186,50:A2:F1:B4:44:52,-98
BLE,1668553374055506651,50:A2:F1:B4:44:52,-101
BLE,1668553374909256493,50:A2:F1:B4:44:52,-101
BLE,1668553376353664774,50:A2:F1:B4:44:52,-99
BLE,1668553376642308858,50:A2:F1:B4:44:52,-100
BLE,1668553378356752966,50:A2:F1:B4:44:52,-102
BLE,1668553379501704530,50:A2:F1:B4:44:52,-100
BLE,1668553380360318861,50:A2:F1:B4:44:52,-100
BLE,1668553380647946122,50:A2:F1:B4:44:52,-103
BLE,1668553381507448110,50:A2:F1:B4:44:52,-99
BLE,1668553381794803416,50:A2:F1:B4:44:52,-103
BLE,1668553382357873571,50:A2:F1:B4:44:52,-101
BLE,1668553382649767661,50:A2:F1:B4:44:52,-105
BLE,1668553383505017820,50:A2:F1:B4:44:52,-102
BLE,1668553384944839567,50:A2:F1:B4:44:52,-101
BLE,1668553385804226681,50:A2:F1:B4:44:52,-101
BLE,1668553386092795224,50:A2:F1:B4:44:52,-102
BLE,1668553388685024205,50:A2:F1:B4:44:52,-102
BLE,1668553390395018778,50:A2:F1:B4:44:52,-100
BLE,1668553390682469458,50:A2:F1:B4:44:52,-102
BLE,1668553391831830433,50:A2:F1:B4:44:52,-100
BLE,1668553392687982456,50:A2:F1:B4:44:52,-100
BLE,1668553393542784995,50:A2:F1:B4:44:52,-100
BLE,1668553394106900180,50:A2:F1:B4:44:52,-99
BLE,1668553394397994362,50:A2:F1:B4:44:52,-104
BLE,1668553396693004852,50:A2:F1:B4:44:52,-100
BLE,1668553396983721414,50:A2:F1:B4:44:52,-101
BLE,1668553398425284559,50:A2:F1:B4:44:52,-103
BLE,1668553400721425620,50:A2:F1:B4:44:52,-99
BLE,1668553401576457781,50:A2:F1:B4:44:52,-107
BLE,1668553401864975783,50:A2:F1:B4:44:52,-100
BLE,1668553402723633988,50:A2:F1:B4:44:52,-99
BLE,1668553404139300247,50:A2:F1:B4:44:52,-99
BLE,1668553404992867424,50:A2:F1:B4:44:52,-100
BLE,1668553405849305070,50:A2:F1:B4:44:52,-99
BLE,1668553408145142967,50:A2:F1:B4:44:52,-103
BLE,1668553408710658846,50:A2:F1:B4:44:52,-101
BLE,1668553409001215950,50:A2:F1:B4:44:52,-100
BLE,1668553411296433563,50:A2:F1:B4:44:52,-100
BLE,1668553413008212575,50:A2:F1:B4:44:52,-103
BLE,1668553414150634792,50:A2:F1:B4:44:52,-102
BLE,1668553415008285758,50:A2:F1:B4:44:52,-102
BLE,1668553415864418740,50:A2:F1:B4:44:52,-100
BLE,1668553416720661138,50:A2:F1:B4:44:52,-99
BLE,1668553417009352430,50:A2:F1:B4:44:52,-104
BLE,1668553418449331967,50:A2:F1:B4:44:52,-101
BLE,1668553422459111020,50:A2:F1:B4:44:52,-100
BLE,1668553422750021829,50:A2:F1:B4:44:52,-100
BLE,1668553423041296718,50:A2:F1:B4:44:52,-100
BLE,1668553426194104464,50:A2:F1:B4:44:52,-102
BLE,1668553427341403586,50:A2:F1:B4:44:52,-102
BLE,1668553430781435390,50:A2:F1:B4:44:52,-104
BLE,1668553431929540253,50:A2:F1:B4:44:52,-100
BLE,1668553432783429802,50:A2:F1:B4:44:52,-101
BLE,1668553433348832890,50:A2:F1:B4:44:52,-100
BLE,1668553433638200882,50:A2:F1:B4:44:52,-101
BLE,1668553435935782553,50:A2:F1:B4:44:52,-101
BLE,1668553436225754997,50:A2:F1:B4:44:52,-101
BLE,1668553437376527290,50:A2:F1:B4:44:52,-102
BLE,1668553437664975043,50:A2:F1:B4:44:52,-102
BLE,1668553438520712404,50:A2:F1:B4:44:52,-103
BLE,1668553440231431428,50:A2:F1:B4:44:52,-101
BLE,1668553441670901721,50:A2:F1:B4:44:52,-101
BLE,1668553443676492427,50:A2:F1:B4:44:52,-100
BLE,1668553446551476389,50:A2:F1:B4:44:52,-100
BLE,1668553447117529553,50:A2:F1:B4:44:52,-102
BLE,1668553448555252656,50:A2:F1:B4:44:52,-100
BLE,1668553449413964778,50:A2:F1:B4:44:52,-103
BLE,1668553450559647251,50:A2:F1:B4:44:52,-102
BLE,1668553452001426144,50:A2:F1:B4:44:52,-101
BLE,1668553453710273104,50:A2:F1:B4:44:52,-102
BLE,1668553453999133435,50:A2:F1:B4:44:52,-101
BLE,1668553454856707152,50:A2:F1:B4:44:52,-100
BLE,1668553455713533585,50:A2:F1:B4:44:52,-101
BLE,1668553457711578332,50:A2:F1:B4:44:52,-100
BLE,1668553458278294280,50:A2:F1:B4:44:52,-102
BLE,1668553458568870427,50:A2:F1:B4:44:52,-99
BLE,1668553459133291942,50:A2:F1:B4:44:52,-99
BLE,1668553459424232167,50:A2:F1:B4:44:52,-101
BLE,1668553459987798317,50:A2:F1:B4:44:52,-102
BLE,1668553461427171569,50:A2:F1:B4:44:52,-99
BLE,1668553462282367395,50:A2:F1:B4:44:52,-100
BLE,1668553462572151091,50:A2:F1:B4:44:52,-102
BLE,1668553463138285005,50:A2:F1:B4:44:52,-104
BLE,1668553463429596476,50:A2:F1:B4:44:52,-104
BLE,1668553464283606565,50:A2:F1:B4:44:52,-100
BLE,1668553465430782313,50:A2:F1:B4:44:52,-101
BLE,1668553467164252132,50:A2:F1:B4:44:52,-102
BLE,1668553467725768262,50:A2:F1:B4:44:52,-100
BLE,1668553468872228977,50:A2:F1:B4:44:52,-99
BLE,1668553470315912683,50:A2:F1:B4:44:52,-100
BLE,1668553471171722877,50:A2:F1:B4:44:52,-101
BLE,1668553472317065479,50:A2:F1:B4:44:52,-100
BLE,1668553474882275335,50:A2:F1:B4:44:52,-100
BLE,1668553475172267030,50:A2:F1:B4:44:52,-101
BLE,1668553476030947776,50:A2:F1:B4:44:52,-101
BLE,1668553476884530036,50:A2:F1:B4:44:52,-100
BLE,1668553478324734196,50:A2:F1:B4:44:52,-101
BLE,1668553479472942850,50:A2:F1:B4:44:52,-99
BLE,1668553480618567990,50:A2:F1:B4:44:52,-100
BLE,1668553481474628224,50:A2:F1:B4:44:52,-102
BLE,1668553481764525836,50:A2:F1:B4:44:52,-104
BLE,1668553482622295550,50:A2:F1:B4:44:52,-100
BLE,1668553483477087922,50:A2:F1:B4:44:52,-101
BLE,1668553485774239931,50:A2:F1:B4:44:52,-102
BLE,1668553487774487112,50:A2:F1:B4:44:52,-102
BLE,1668553489486084500,50:A2:F1:B4:44:52,-101
BLE,1668553489776732438,50:A2:F1:B4:44:52,-102
BLE,1668553492071076018,50:A2:F1:B4:44:52,-99
BLE,1668553492928370363,50:A2:F1:B4:44:52,-99
BLE,1668553493217238528,50:A2:F1:B4:44:52,-103
BLE,1668553495220491051,50:A2:F1:B4:44:52,-104
BLE,1668553497223626534,50:A2:F1:B4:44:52,-103
BLE,1668553498371142112,50:A2:F1:B4:44:52,-102
BLE,1668553500665714857,50:A2:F1:B4:44:52,-103
BLE,1668553502670794902,50:A2:F1:B4:44:52,-100
BLE,1668553502960728847,50:A2:F1:B4:44:52,-101
BLE,1668553504402522781,50:A2:F1:B4:44:52,-102
BLE,1668553505254382727,50:A2:F1:B4:44:52,-101
BLE,1668553507555826355,50:A2:F1:B4:44:52,-100
BLE,1668553507843084829,50:A2:F1:B4:44:52,-102
BLE,1668553508700580255,50:A2:F1:B4:44:52,-100
BLE,1668553509844594746,50:A2:F1:B4:44:52,-103
BLE,1668553511555086355,50:A2:F1:B4:44:52,-102
BLE,1668553512999856383,50:A2:F1:B4:44:52,-101
BLE,1668553514997833630,50:A2:F1:B4:44:52,-100
BLE,1668553516438201996,50:A2:F1:B4:44:52,-100
BLE,1668553517294241313,50:A2:F1:B4:44:52,-100
BLE,1668553518149373015,50:A2:F1:B4:44:52,-100
BLE,1668553519005533538,50:A2:F1:B4:44:52,-101
BLE,1668553520716989720,50:A2:F1:B4:44:52,-103
BLE,1668553521573118453,50:A2:F1:B4:44:52,-100
BLE,1668553522428272987,50:A2:F1:B4:44:52,-100
BLE,1668553522718002601,50:A2:F1:B4:44:52,-103
BLE,1668553523281876289,50:A2:F1:B4:44:52,-101
BLE,1668553523569992712,50:A2:F1:B4:44:52,-99
BLE,1668553525576470700,50:A2:F1:B4:44:52,-102
BLE,1668553526430057460,50:A2:F1:B4:44:52,-101
BLE,1668553527286555397,50:A2:F1:B4:44:52,-101
BLE,1668553527849999131,50:A2:F1:B4:44:52,-100
BLE,1668553530432763548,50:A2:F1:B4:44:52,-101
BLE,1668553531288797448,50:A2:F1:B4:44:52,-102
BLE,1668553531855770227,50:A2:F1:B4:44:52,-102
BLE,1668553533003080391,50:A2:F1:B4:44:52,-101
BLE,1668553534148242536,50:A2:F1:B4:44:52,-102
BLE,1668553537567018195,50:A2:F1:B4:44:52,-100
BLE,1668553539275766698,50:A2:F1:B4:44:52,-101
BLE,1668553540422783573,50:A2:F1:B4:44:52,-100
BLE,1668553542427709245,50:A2:F1:B4:44:52,-100
BLE,1668553543574096544,50:A2:F1:B4:44:52,-99
BLE,1668553546723346204,50:A2:F1:B4:44:52,-102
BLE,1668553547578483197,50:A2:F1:B4:44:52,-102
BLE,1668553548145850430,50:A2:F1:B4:44:52,-101
BLE,1668553548434579638,50:A2:F1:B4:44:52,-99
BLE,1668553550440958586,50:A2:F1:B4:44:52,-101
